대수,국회의원코드,국회의원명,국회의원한자명,정당명,선거구명,발의수(전체),발의수(대표발의),발의수(공동발의),원안가결(전체),수정가결(전체),철회(전체),부결(전체),수정안반영폐기(전체),대안반영폐기(전체),폐기(전체),임기만료폐기(전체),회기불계속폐기(전체),기타(전체),원안가결(대표발의),수정가결(대표발의),철회(대표발의),부결(대표발의),수정안반영폐기(대표발의),대안반영폐기(대표발의),폐기(대표발의),임기만료폐기(대표발의),회기불계속폐기(대표발의),기타,원안가결(공동발의),수정가결(공동발의),철회(공동발의),부결(공동발의),수정안반영폐기(공동발의),대안반영폐기(공동발의),폐기(공동발의),임기만료폐기(공동발의),회기불계속폐기(공동발의),기타(공동발의)
제18대,WMY7084J,이무영,李茂永,무소속,전북 전주시완산구갑,28,1,27,0,3,1,0,0,10,2,12,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,9,2,12,0,0
제18대,EIV1009T,정두언,鄭斗彦,한나라당,서울 서대문구을,354,23,331,5,28,6,0,0,106,29,180,0,0,0,2,1,0,0,7,3,10,0,0,5,26,5,0,0,99,26,170,0,0
제18대,53Y1887H,최규성,崔圭成,통합민주당,전북 김제시완주군,826,56,770,13,18,10,0,0,232,75,478,0,0,0,1,0,0,0,24,11,20,0,0,13,17,10,0,0,208,64,458,0,0
제18대,L3X8851C,최인기,崔仁基,통합민주당,전남 나주시화순군,530,30,500,8,19,1,0,0,173,35,294,0,0,0,1,1,0,0,16,2,10,0,0,8,18,0,0,0,157,33,284,0,0
제18대,2QE48823,장윤석,張倫碩,한나라당,경북 영주시,236,22,214,5,19,3,2,0,70,16,121,0,0,0,4,0,2,0,6,0,10,0,0,5,15,3,0,0,64,16,111,0,0
제18대,N9X9673B,전혜숙,全惠淑,통합민주당,비례대표,565,34,531,7,19,5,0,0,196,33,305,0,0,0,2,0,0,0,16,2,14,0,0,7,17,5,0,0,180,31,291,0,0
제18대,5KV82250,조경태,趙慶泰,통합민주당,부산 사하구을,581,75,506,3,13,1,0,0,150,44,370,0,0,0,1,0,0,0,15,2,57,0,0,3,12,1,0,0,135,42,313,0,0
제18대,1G96387U,조진형,趙鎭衡,한나라당,인천 부평구갑,203,21,182,4,9,2,0,0,62,12,114,0,0,0,0,0,0,0,6,1,14,0,0,4,9,2,0,0,56,11,100,0,0
제18대,XQ98168F,강길부,姜吉夫,무소속,울산 울주군,346,16,330,5,19,8,0,0,126,21,167,0,0,0,0,0,0,0,9,1,6,0,0,5,19,8,0,0,117,20,161,0,0
제18대,P0F1530P,김태호,金台鎬,한나라당,경남 김해시을,54,2,52,0,2,2,0,0,6,1,43,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,6,1,42,0,0
제18대,V8Y41572,서갑원,徐甲源,통합민주당,전남 순천시,265,19,246,2,7,3,0,0,69,17,167,0,0,0,0,0,0,0,4,2,13,0,0,2,7,3,0,0,65,15,154,0,0
제18대,0135473I,이군현,李君賢,한나라당,경남 통영시고성군,169,16,153,1,9,5,0,0,42,10,102,0,0,0,0,0,0,0,6,0,10,0,0,1,9,5,0,0,36,10,92,0,0
제18대,X1E79772,양정례,梁貞禮,친박연대,비례대표,380,7,373,5,16,5,0,0,146,47,161,0,0,0,0,0,0,0,2,1,4,0,0,5,16,5,0,0,144,46,157,0,0
제18대,Z6R3959C,조해진,曺海珍,한나라당,경남 밀양시창녕군,139,16,123,1,11,4,0,0,37,12,74,0,0,0,3,1,0,0,0,0,12,0,0,1,8,3,0,0,37,12,62,0,0
제18대,Q9H5708M,김진표,金振杓,통합민주당,경기 수원시영통구,301,25,276,3,10,1,0,0,83,24,180,0,0,0,1,0,0,0,6,3,15,0,0,3,9,1,0,0,77,21,165,0,0
제18대,RVD1966C,이해봉,李海鳳,무소속,대구 달서구을,829,9,820,13,31,10,0,0,286,83,406,0,0,1,0,0,0,0,4,1,3,0,0,12,31,10,0,0,282,82,403,0,0
제18대,M8X1458S,허원제,許元齊,한나라당,부산 부산진구갑,392,31,361,9,26,5,0,0,134,13,205,0,0,1,3,0,0,0,8,1,18,0,0,8,23,5,0,0,126,12,187,0,0
제18대,Q5X4506F,황우여,黃祐呂,한나라당,인천 연수구,577,18,559,4,19,6,0,0,202,31,315,0,0,0,1,0,0,0,8,0,9,0,0,4,18,6,0,0,194,31,306,0,0
제18대,4MX3134T,김형오,金炯旿,한나라당,부산 영도구,24,3,21,1,1,0,0,0,6,0,16,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,6,0,13,0,0
제18대,S312791R,윤석용,尹碩鎔,한나라당,서울 강동구을,803,90,713,8,41,7,0,0,236,58,453,0,0,0,3,1,0,0,22,3,61,0,0,8,38,6,0,0,214,55,392,0,0
제18대,L3P9125A,이화수,李和洙,한나라당,경기 안산시상록구갑,748,37,711,20,41,8,0,0,229,56,394,0,0,4,3,0,0,0,7,3,20,0,0,16,38,8,0,0,222,53,374,0,0
제18대,IWK63872,조배숙,趙培淑,통합민주당,전북 익산시을,545,42,503,2,18,5,0,0,135,37,348,0,0,0,2,1,0,0,14,2,23,0,0,2,16,4,0,0,121,35,325,0,0
제18대,VNF2868Z,조원진,趙源震,친박연대,대구 달서구병,407,34,373,7,30,7,0,0,128,29,206,0,0,2,1,1,0,0,13,1,16,0,0,5,29,6,0,0,115,28,190,0,0
제18대,RUW8681N,황진하,黃震夏,한나라당,경기 파주시,217,20,197,2,15,5,0,0,57,23,115,0,0,0,1,1,0,0,6,2,10,0,0,2,14,4,0,0,51,21,105,0,0
제18대,SLW27496,나경원,羅景垣,한나라당,서울 중구,235,21,214,12,22,2,0,0,71,20,108,0,0,0,1,0,0,0,9,3,8,0,0,12,21,2,0,0,62,17,100,0,0
제18대,RLG4231U,이상득,李相得,한나라당,경북 포항시남구울릉군,17,1,16,1,3,0,0,0,7,0,6,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,7,0,6,0,0
제18대,M8T3316Q,이종혁,李鍾赫,한나라당,부산 부산진구을,528,59,469,13,32,14,0,0,154,37,278,0,0,1,4,2,0,0,16,4,32,0,0,12,28,12,0,0,138,33,246,0,0
제18대,9MG6704Y,임동규,林東奎,한나라당,비례대표,906,118,788,19,54,11,1,0,307,66,448,0,0,2,1,0,0,0,32,11,72,0,0,17,53,11,1,0,275,55,376,0,0
제18대,TJT1453B,현기환,玄伎煥,한나라당,부산 사하구갑,577,28,549,13,36,5,0,0,205,43,275,0,0,0,2,0,0,0,13,2,11,0,0,13,34,5,0,0,192,41,264,0,0
제18대,RCF90176,김성식,金成植,한나라당,서울 관악구갑,225,31,194,8,12,1,0,0,81,18,105,0,0,0,2,0,0,0,19,1,9,0,0,8,10,1,0,0,62,17,96,0,0
제18대,UDB9699P,김호연,金昊淵,한나라당,충남 천안시을,195,11,184,0,11,1,0,0,53,15,115,0,0,0,1,0,0,0,5,2,3,0,0,0,10,1,0,0,48,13,112,0,0
제18대,SPY40975,이성남,李成男,통합민주당,비례대표,685,27,658,119,7,0,0,0,193,150,216,0,0,0,0,0,0,0,10,2,15,0,0,119,7,0,0,0,183,148,201,0,0
제18대,8JS3570T,조영택,趙泳澤,통합민주당,광주 서구갑,930,48,882,12,11,8,0,0,229,50,620,0,0,0,0,0,0,0,7,3,38,0,0,12,11,8,0,0,222,47,582,0,0
